date,hour,entsoe,tge
2024-08-23,22,526.16,525.35
2024-08-23,23,406.05,405.42
2024-08-24,0,488.98,489.34
2024-08-24,1,454.29,454.61
2024-08-24,2,449.07,449.4
2024-08-24,3,449.54,449.86
2024-08-24,4,475.98,476.3
2024-08-24,5,490.18,490.54
2024-08-24,6,501.08,501.43
2024-08-24,7,503.6,503.96
2024-08-24,8,460.07,460.39
2024-08-24,9,230.91,231.07
2024-08-24,10,-0.98,-0.98
2024-08-24,11,-32.8,-32.82
2024-08-24,12,-89.94,-90.02
2024-08-24,13,-125.44,-125.55
2024-08-24,14,-9.62,-9.65
2024-08-24,15,75.44,75.49
2024-08-24,16,356.27,356.51
2024-08-24,17,617.63,618.08
2024-08-24,18,871.67,872.3
2024-08-24,19,929.46,930.13
2024-08-24,20,865.35,865.95
2024-08-24,21,600.65,601.07
2024-08-24,22,491.24,491.58
2024-08-24,23,363.71,363.95
2024-08-25,0,218.89,219.57
2024-08-25,1,95.93,96.23
2024-08-25,2,1.8,1.79
2024-08-25,3,22.07,22.12
2024-08-25,4,35.58,35.7
2024-08-25,5,53.2,53.37
2024-08-25,6,34.99,35.08
2024-08-25,7,-0.64,-0.62
2024-08-25,8,-19.12,-19.18
2024-08-25,9,-12.06,-12.08
2024-08-25,10,-53.89,-54.05
2024-08-25,11,-106.02,-106.35
2024-08-25,12,-143.49,-143.95
2024-08-25,13,-166.8,-167.32
2024-08-25,14,-165.86,-166.38
2024-08-25,15,-86.35,-86.61
2024-08-25,16,0.09,0.08
2024-08-25,17,398.91,400.12
2024-08-25,18,749.78,752.07
2024-08-25,19,739.86,742.13
2024-08-25,20,999.17,1002.23
2024-08-25,21,847.94,850.53
2024-08-25,22,674.42,676.51
2024-08-25,23,473.84,475.28
2024-08-26,0,451.04,452.43
2024-08-26,1,399.63,400.86
2024-08-26,2,382.7,383.87
2024-08-26,3,372.95,374.08
2024-08-26,4,390.05,391.25
2024-08-26,5,420.03,421.32
2024-08-26,6,589.91,591.7
2024-08-26,7,654.79,656.79
2024-08-26,8,551.55,553.22
2024-08-26,9,456.69,458.1
2024-08-26,10,372.9,374.04
2024-08-26,11,362.21,363.31
2024-08-26,12,391.72,392.92
2024-08-26,13,426.62,427.91
2024-08-26,14,398.69,399.91
2024-08-26,15,467.08,468.49
2024-08-26,16,532.39,534.02
2024-08-26,17,622.59,624.48
2024-08-26,18,784.34,786.73
2024-08-26,19,1138.55,1142.04
2024-08-26,20,1304.41,1308.4
2024-08-26,21,700.43,702.55
2024-08-26,22,507.71,509.26
2024-08-26,23,471.31,472.77
2024-08-27,0,0.0,0.0
2024-08-27,1,0.0,0.0
2024-08-27,2,0.0,0.0
2024-08-27,3,0.0,0.0
2024-08-27,4,0.0,0.0
2024-08-27,5,0.0,0.0
2024-08-27,6,0.0,0.0
2024-08-27,7,0.0,0.0
2024-08-27,8,0.0,0.0
2024-08-27,9,0.0,0.0
2024-08-27,10,0.0,0.0
2024-08-27,11,0.0,0.0
2024-08-27,12,0.0,0.0
2024-08-27,13,0.0,0.0
2024-08-27,14,0.0,0.0
2024-08-27,15,0.0,0.0
2024-08-27,16,0.0,0.0
2024-08-27,17,0.0,0.0
2024-08-27,18,0.0,0.0
2024-08-27,19,0.0,0.0
2024-08-27,20,0.0,0.0
2024-08-27,21,0.0,0.0
2024-08-27,22,0.0,0.0
2024-08-27,23,0.0,0.0
